Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1-score,Macro ROC-AUC,Weighted ROC-AUC
model_pipeline,0.591919191919192,0.6045178177073355,0.591919191919192,0.5911237933273715,0.9630408249158248,0.963040824915825
