Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1-score,Macro ROC-AUC,Weighted ROC-AUC
baseline_model,0.5858585858585859,0.605533188292403,0.5858585858585859,0.5853943556948876,0.9596559343434343,0.9596559343434343
